# VoIP rates (dollars per minute): from http://www.cheapvoipinc.com/Ratesheet-grey.csv
dialprefix,destination,rateinitial
48846279,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48846610,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48846611,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48846612,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48846613,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48846614,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48846616,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48846617,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48846618,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48846619,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48856750,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48856751,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48856752,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48856753,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48856754,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48856755,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48856756,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48856757,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48856759,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48857310,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48857311,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48857312,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48857313,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48857314,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48857315,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48857317,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48857318,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48857319,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48862190,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48862191,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48862192,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48862193,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48862194,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48862196,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48862197,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48862198,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48862199,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48875660,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48875661,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48875662,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48875663,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48875664,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48875665,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48875666,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48875667,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48875669,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48895120,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48895121,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48895122,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48895123,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48895124,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48895125,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48895126,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48895128,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48895129,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48895130,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48895131,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48895132,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48895133,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48895134,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48895135,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48895136,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48895138,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48895139,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48896220,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48896221,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48896223,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48896224,Poland - Fixed POLTEL Zone 6,0.0112
48896225,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48896226,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48896227,Poland - Fixed POLTEL Zone 6,0.0112
48896228,Poland - Fixed POLTEL Zone 6,0.0112
48896229,Poland - Fixed POLTEL Zone 6,0.0112
4889640,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48896410,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48896411,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48896412,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48896413,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48896415,Poland Fixed Orange Polska S.A. Zone 2,0.0095
4889642,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48896440,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48896441,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48896444,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48896445,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48896448,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48896449,Poland Fixed Orange Polska S.A. Zone 2,0.0095
4889645,Poland Fixed Orange Polska S.A. Zone 2,0.0095
4889646,Poland Fixed Orange Polska S.A. Zone 2,0.0095
4889647,Poland Fixed Orange Polska S.A. Zone 2,0.0095
4889648,Poland Fixed Orange Polska S.A. Zone 2,0.0095
4889649,Poland - Fixed POLTEL Zone 6,0.0106
48483640,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48483641,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48483642,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48483643,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48483644,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48483645,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48483646,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48483647,Poland Fixed Orange Polska S.A. Zone 2,0.0095
48483649,Poland Fixed Orange Polska S.A. Zone 2,0.0095
487200,Poland Mobile CenterNet,0.0168
487201,Poland Mobile CenterNet,0.0168
487202,Poland Mobile CenterNet,0.0168
487203,Poland Mobile CenterNet,0.0168
487204,Poland Mobile CenterNet,0.0168
487205,Poland Mobile CenterNet,0.0168
487206,Poland Mobile CenterNet,0.0168
487207,Poland Mobile CenterNet,0.0168
487209,Poland Mobile CenterNet,0.0168
487860,Poland - Mobile Centertel,0.0146
487863,Poland Mobile Orange,0.0132
487864,Poland Mobile Orange,0.0132
487865,Poland Mobile Orange,0.0132
487866,Poland Mobile Orange,0.0132
487867,Poland Mobile Orange,0.0132
487868,Poland Mobile Orange,0.0132
487869,Poland Mobile Orange,0.0132
48537,Poland Mobile P4,0.0166
487208,Poland Mobile P4,0.0166
48732,Poland Mobile P4,0.0166
48733,Poland Mobile P4,0.0166
487390,Poland Mobile P4,0.0166
487392,Poland Mobile P4,0.0166
487861,Poland Mobile P4,0.0166
487862,Poland Mobile P4,0.0166
3512232,Portugal - Fixed Marconi Zone 1,0.0056
35125329,Portugal Fixed MEO,0.0047
3512100,Portugal Fixed Oni Telecom,0.0046
3512610000,Portugal - Fixed ONI,0.0069
3512610008,Portugal Fixed Oni Telecom,0.0046
3512610009,Portugal Fixed Oni Telecom,0.0046
351261001,Portugal Fixed Oni Telecom,0.0046
351261002,Portugal Fixed Oni Telecom,0.0046
351261003,Portugal Fixed Oni Telecom,0.0046
351261004,Portugal Fixed Oni Telecom,0.0046
351261005,Portugal Fixed Oni Telecom,0.0046
351261006,Portugal Fixed Oni Telecom,0.0046
351261007,Portugal Fixed Oni Telecom,0.0046
351261008,Portugal Fixed Oni Telecom,0.0046
351261009,Portugal Fixed Oni Telecom,0.0046
351923,Portugal Mobile NOS,0.0191
351920,Portugal Mobile,0.0181
3516609,Portugal Mobile Vodafone,0.0198
3519200,Portugal Mobile Vodafone,0.0198
3519201,Portugal Mobile Vodafone,0.0198
3519202,Portugal Mobile Vodafone,0.0198
974500,Qatar Mobile,0.1673
97474,Qatar Mobile Vodafone,0.167
4034109,Romania OLO,0.0054
40356430,Romania - Fixed Rodasy,0.0064
40356431,Romania - Fixed Rodasy,0.0064
40356432,Romania - Fixed Rodasy,0.0064
40356433,Romania - Fixed Rodasy,0.0064
40356435,Romania - Fixed Rodasy,0.0064
40356436,Romania - Fixed Rodasy,0.0064
40356437,Romania - Fixed Rodasy,0.0064
40356438,Romania - Fixed Rodasy,0.0064
40356439,Romania - Fixed Rodasy,0.0064
40356800,Romania - Fixed Rodasy,0.0064
40356801,Romania - Fixed Rodasy,0.0064
40356802,Romania - Fixed Rodasy,0.0064
40356804,Romania - Fixed Rodasy,0.0064
40356805,Romania - Fixed Rodasy,0.0064
40356806,Romania - Fixed Rodasy,0.0064
40356807,Romania - Fixed Rodasy,0.0064
40356808,Romania - Fixed Rodasy,0.0064
40356809,Romania - Fixed Rodasy,0.0064
40364730,Romania Digi Mobil,0.0054
40364732,Romania Digi Mobil,0.0054
40364733,Romania Digi Mobil,0.0054
40364734,Romania Digi Mobil,0.0054
40364735,Romania Digi Mobil,0.0054
40364736,Romania Digi Mobil,0.0054
40364737,Romania Digi Mobil,0.0054
40364738,Romania Digi Mobil,0.0054
40364739,Romania Digi Mobil,0.0054
407000,Romania Mobile Enigma,0.0156
40799,Romania Mobile Vodafone,0.0158
7902935,Russia - Mobile Megafon,0.0566
7902936,Russia - Mobile Megafon,0.0566
7902937,Russia - Mobile Megafon,0.0566
7902938,Russia - Mobile Megafon,0.0566
7902939,Russia - Mobile Megafon,0.0566
790209,Russia Mobile Rostelecom,0.0425
7902310,Russia Mobile Rostelecom,0.0425
7902311,Russia Mobile Rostelecom,0.0425
7902312,Russia Mobile Rostelecom,0.0425
7902313,Russia Mobile Rostelecom,0.0425
7902314,Russia Mobile Rostelecom,0.0425
7902360,Russia Mobile Rostelecom,0.0425
7902361,Russia Mobile Rostelecom,0.0425
7902362,Russia Mobile Rostelecom,0.0425
7902363,Russia Mobile Rostelecom,0.0425
7902364,Russia Mobile Rostelecom,0.0425
790265,Russia Mobile Rostelecom,0.0425
790272,Russia Mobile Rostelecom,0.0425
790273,Russia - Mobile Rostel,0.0745
790440,Russia Mobile Rostelecom,0.0425
790441,Russia Mobile Rostelecom,0.0425
790442,Russia Mobile Rostelecom,0.0425
790443,Russia Mobile Rostelecom,0.0425
790475,Russia Mobile Rostelecom,0.0425
790477,Russia Mobile Rostelecom,0.0425
795863,Russia Mobile Rostelecom,0.0425
7958640,Russia Mobile Rostelecom,0.0425
7958641,Russia Mobile Rostelecom,0.0425
7958642,Russia Mobile Rostelecom,0.0425
7958643,Russia Mobile Rostelecom,0.0425
7958644,Russia Mobile Rostelecom,0.0425
799100,Russia Mobile Rostelecom,0.0425
7991010,Russia Mobile Rostelecom,0.0425
7991011,Russia Mobile Rostelecom,0.0425
7991012,Russia Mobile Rostelecom,0.0425
799200,Russia Mobile Rostelecom,0.0425
799201,Russia Mobile Rostelecom,0.0425
799202,Russia Mobile Rostelecom,0.0425
799220,Russia Mobile Rostelecom,0.0425
799221,Russia Mobile Rostelecom,0.0425
799222,Russia Mobile Rostelecom,0.0425
799223,Russia Mobile Rostelecom,0.0425
799230,Russia Mobile Rostelecom,0.0425
799231,Russia Mobile Rostelecom,0.0425
799235,Russia Mobile Rostelecom,0.0425
799236,Russia Mobile Rostelecom,0.0425
799240,Russia Mobile Rostelecom,0.0425
799241,Russia - Mobile Rostel,0.0296
799250,Russia Mobile Rostelecom,0.0425
799251,Russia Mobile Rostelecom,0.0425
799252,Russia Mobile Rostelecom,0.0425
799300,Russia Mobile Rostelecom,0.0425
799301,Russia Mobile Rostelecom,0.0425
799302,Russia Mobile Rostelecom,0.0425
7993030,Russia Mobile Rostelecom,0.0425
7993031,Russia Mobile Rostelecom,0.0425
7993032,Russia Mobile Rostelecom,0.0425
799400,Russia Mobile Rostelecom,0.0425
7994010,Russia Mobile Rostelecom,0.0425
7994011,Russia Mobile Rostelecom,0.0425
7994012,Russia Mobile Rostelecom,0.0425
7994013,Russia Mobile Rostelecom,0.0425
7994014,Russia Mobile Rostelecom,0.0425
7994250,Russia Mobile Rostelecom,0.0425
7995200,Russia Mobile Rostelecom,0.0425
7995201,Russia Mobile Rostelecom,0.0425
7995202,Russia Mobile Rostelecom,0.0425
799540,Russia Mobile Rostelecom,0.0425
799541,Russia Mobile Rostelecom,0.0425
799542,Russia Mobile Rostelecom,0.0425
799666,Russia Mobile Rostelecom,0.0425
799672,Russia Mobile Rostelecom,0.0425
799673,Russia Mobile Rostelecom,0.0425
799674,Russia Mobile Rostelecom,0.0425
79997799,Russia Mobile Rostelecom,0.0425
799988,Russia Mobile Rostelecom,0.0425
799989,Russia Mobile Rostelecom,0.0425
799990,Russia Mobile Rostelecom,0.0425
799991,Russia Mobile Rostelecom,0.0425
799992,Russia Mobile Rostelecom,0.0425
1869766,Saint Kitts And Nevis Mobile Digicel,0.2274
1758728,Saint Lucia - Mobile Digicel,0.242
22130,Senegal Fixed Expresso,0.3671
248642,Seychelles Special Services,1.25
23240,Sierra Leone Mobile,0.4391
23250,Sierra Leone Mobile,0.4391
656653,Singapore Fixed Starhub,0.0072
656701,Singapore Fixed Starhub,0.0072
23221,Sierra Leone Special Services,1.25
67794,Solomon Islands Mobile,0.6789
677950,Solomon Islands Mobile,0.6789
677951,Solomon Islands Mobile,0.6789
677952,Solomon Islands Mobile,0.6789
677953,Solomon Islands Mobile,0.6789
677954,Solomon Islands Mobile,0.6789
677956,Solomon Islands Mobile,0.6789
67795700,Solomon Islands - Mobile,0.8367
67795701,Solomon Islands - Mobile,0.8367
67795702,Solomon Islands - Mobile,0.8367
67795703,Solomon Islands - Mobile,0.8367
67795704,Solomon Islands - Mobile,0.8367
67795705,Solomon Islands - Mobile,0.8367
677957060,Solomon Islands - Mobile,0.8367
677957061,Solomon Islands - Mobile,0.8367
677957062,Solomon Islands - Mobile,0.8367
677957063,Solomon Islands - Mobile,0.8367
6779570640,Solomon Islands - Mobile,0.8367
6779570641,Solomon Islands - Mobile,0.8367
6779570642,Solomon Islands - Mobile,0.8367
6779570643,Solomon Islands - Mobile,0.8367
6779570644,Solomon Islands - Mobile,0.8367
6779570645,Solomon Islands - Mobile,0.8367
6779570647,Solomon Islands - Mobile,0.8367
6779570648,Solomon Islands - Mobile,0.8367
6779570649,Solomon Islands - Mobile,0.8367
677957065,Solomon Islands - Mobile,0.8367
677957066,Solomon Islands - Mobile,0.8367
677957067,Solomon Islands - Mobile,0.8367
677957068,Solomon Islands - Mobile,0.8367
677957069,Solomon Islands - Mobile,0.8367
67795707,Solomon Islands - Mobile,0.8367
67795708,Solomon Islands - Mobile,0.8367
67795709,Solomon Islands - Mobile,0.8367
6779571,Solomon Islands - Mobile,0.8367
6779572,Solomon Islands - Mobile,0.8367
6779573,Solomon Islands - Mobile,0.8367
6779574,Solomon Islands - Mobile,0.8367
6779575,Solomon Islands - Mobile,0.8367
6779576,Solomon Islands - Mobile,0.8367
6779577,Solomon Islands - Mobile,0.8367
6779578,Solomon Islands - Mobile,0.8367
6779579,Solomon Islands - Mobile,0.8367
677958,Solomon Islands Mobile,0.6789
677959,Solomon Islands Mobile,0.6789
67796,Solomon Islands Mobile,0.6789
677970,Solomon Islands Mobile,0.6789
677971,Solomon Islands Mobile,0.6789
677972,Solomon Islands Mobile,0.6789
677973,Solomon Islands Mobile,0.6789
677974,Solomon Islands Mobile,0.6789
677975,Solomon Islands Mobile,0.6789
677976,Solomon Islands Mobile,0.6789
677978,Solomon Islands Mobile,0.6789
677979,Solomon Islands Mobile,0.6789
677980,Solomon Islands Mobile,0.6789
677981,Solomon Islands Mobile,0.6789
677982,Solomon Islands Mobile,0.6789
677983,Solomon Islands Mobile,0.6789
677984,Solomon Islands Mobile,0.6789
677985,Solomon Islands Mobile,0.6789
677986,Solomon Islands Mobile,0.6789
677987,Solomon Islands Mobile,0.6789
677989,Solomon Islands Mobile,0.6789
677990,Solomon Islands Mobile,0.6789
677991,Solomon Islands Mobile,0.6789
677992,Solomon Islands Mobile,0.6789
677993,Solomon Islands Mobile,0.6789
677994,Solomon Islands Mobile,0.6789
677995,Solomon Islands Mobile,0.6789
677996,Solomon Islands Mobile,0.6789
677997,Solomon Islands Mobile,0.6789
677998,Solomon Islands Mobile,0.6789
25279,Somalia Mobile,0.351
2522233336,Somalia Special Services,1.25
2522235017,Somalia Special Services,1.25
252223504,Somalia Special Services,1.25
252223506,Somalia Special Services,1.25
25254150,Somalia Special Services,1.25
2525416,Somalia Special Services,1.25
252543,Somalia Special Services,1.25
25266120,Somalia - Special Services,0.4582
252700,Somalia - Special Services,0.3781
27873,South Africa Fixed OLO,0.0171
27610,South Africa Mobile Cell C,0.0331
27611,South Africa Mobile Cell C,0.0331
27612,South Africa Mobile Cell C,0.0331
27613,South Africa Mobile Cell C,0.0331
27603,South Africa Mobile MTN,0.0267
27604,South Africa Mobile MTN,0.0267
27605,South Africa Mobile MTN,0.0267
27810,South Africa Mobile MTN,0.0267
27811,South Africa Mobile Telkom,0.0346
27812,South Africa Mobile Telkom,0.0346
27813,South Africa Mobile Telkom,0.0346
27814,South Africa Mobile Telkom,0.0346
27815,South Africa Mobile Telkom,0.0346
27816,South Africa Mobile Telkom,0.0346
27817,South Africa Mobile Telkom,0.0346
27819,South Africa Mobile,0.016
27606,South Africa Mobile Vodacom,0.0241
27607,South Africa Mobile Vodacom,0.0241
27608,South Africa Mobile Vodacom,0.0241
27609,South Africa Mobile Vodacom,0.0241
27818,South Africa Mobile Vodacom,0.0241
821059,South Korea Mobile SK Telecom,0.0163
346016,Spain Mobile Orange,0.0159
3460220,Spain - Mobile ORANGE,0.0209
346404,Spain Mobile Orange,0.0159
346448,Spain Mobile Orange,0.0159
346449,Spain Mobile Orange,0.0159
34694,Spain Mobile Orange,0.0159
348995,Spain - Mobile Others,0.0208
348996,Spain - Mobile Others,0.0208
348997,Spain - Mobile Others,0.0208
348998,Spain - Mobile Others,0.0208
348999,Spain - Mobile Others,0.0208
346842,Spain Mobile Telefonica,0.016
347117,Spain Mobile Vodafone,0.016
347277,Spain Mobile Vodafone,0.016
597770,Suriname Mobile,0.1692
597771,Suriname Mobile,0.1692
597772,Suriname Mobile,0.1692
597773,Suriname Mobile,0.1692
597774,Suriname Mobile,0.1692
4672,Sweden Mobile,0.0153
4676,Sweden Mobile,0.0153
467212,Sweden Mobile Telia,0.0154
467213,Sweden Mobile Telia,0.0154
467190007,Sweden Mobile Telenor,0.0154
467190008,Sweden Mobile Telenor,0.0154
41779,Switzerland Mobile Lycamobile,0.1006
41860779,Switzerland Mobile Lycamobile,0.1006
4175,Switzerland Mobile,0.1005
4186075,Switzerland - Mobile Others,0.0931
8869766,Taiwan - Mobile FarEastTone,0.088
8869767,Taiwan - Mobile FarEastTone,0.088
8869768,Taiwan - Mobile FarEastTone,0.088
8869840,Taiwan Mobile Far Eastone,0.0904
8869841,Taiwan Mobile Far Eastone,0.0904
8869714,Taiwan - Mobile Vibo,0.0941
8869715,Taiwan Mobile Vibo,0.0871
6691203,Thailand Mobile AIS,0.0081
6691204,Thailand Mobile AIS,0.0081
6691205,Thailand Mobile AIS,0.0081
6691206,Thailand Mobile AIS,0.0081
6691207,Thailand Mobile AIS,0.0081
6691208,Thailand Mobile AIS,0.0081
6691209,Thailand Mobile AIS,0.0081
6691210,Thailand Mobile AIS,0.0081
6691212,Thailand Mobile AIS,0.0081
6691213,Thailand Mobile AIS,0.0081
6691214,Thailand Mobile AIS,0.0081
6691215,Thailand Mobile AIS,0.0081
6691216,Thailand Mobile AIS,0.0081
6691217,Thailand Mobile AIS,0.0081
6691218,Thailand Mobile AIS,0.0081
6691219,Thailand Mobile AIS,0.0081
6691220,Thailand Mobile AIS,0.0081
6691221,Thailand Mobile AIS,0.0081
6691223,Thailand Mobile AIS,0.0081
6691224,Thailand Mobile AIS,0.0081
6691225,Thailand Mobile AIS,0.0081
6691226,Thailand Mobile AIS,0.0081
6691227,Thailand Mobile AIS,0.0081
6691228,Thailand Mobile AIS,0.0081
6691229,Thailand Mobile AIS,0.0081
6691230,Thailand Mobile AIS,0.0081
6691231,Thailand Mobile AIS,0.0081
6691232,Thailand Mobile AIS,0.0081
6691234,Thailand Mobile AIS,0.0081
6691235,Thailand Mobile AIS,0.0081
6691236,Thailand Mobile AIS,0.0081
6691237,Thailand Mobile AIS,0.0081
6691238,Thailand Mobile AIS,0.0081
6691239,Thailand Mobile AIS,0.0081
6691240,Thailand Mobile AIS,0.0081
6691241,Thailand Mobile AIS,0.0081
6691242,Thailand Mobile AIS,0.0081
6691243,Thailand Mobile AIS,0.0081
6691245,Thailand Mobile AIS,0.0081
6691246,Thailand Mobile AIS,0.0081
6691247,Thailand Mobile AIS,0.0081
6691248,Thailand Mobile AIS,0.0081
6691249,Thailand Mobile AIS,0.0081
6691250,Thailand Mobile AIS,0.0081
6691251,Thailand Mobile AIS,0.0081
6691252,Thailand Mobile AIS,0.0081
6691253,Thailand Mobile AIS,0.0081
6691254,Thailand Mobile AIS,0.0081
6691256,Thailand Mobile AIS,0.0081
6691257,Thailand Mobile AIS,0.0081
6691258,Thailand Mobile AIS,0.0081
6691259,Thailand Mobile AIS,0.0081
6691260,Thailand Mobile AIS,0.0081
6691261,Thailand Mobile AIS,0.0081
6691262,Thailand Mobile AIS,0.0081
6691263,Thailand Mobile AIS,0.0081
6691264,Thailand Mobile AIS,0.0081
6691265,Thailand Mobile AIS,0.0081
6691267,Thailand Mobile AIS,0.0081
6691268,Thailand Mobile AIS,0.0081
6691269,Thailand Mobile AIS,0.0081
6691270,Thailand Mobile AIS,0.0081
6691271,Thailand Mobile AIS,0.0081
6691272,Thailand Mobile AIS,0.0081
6691273,Thailand Mobile AIS,0.0081
6691274,Thailand Mobile AIS,0.0081
6691275,Thailand Mobile AIS,0.0081
6691276,Thailand Mobile AIS,0.0081
6691278,Thailand Mobile AIS,0.0081
6691279,Thailand Mobile AIS,0.0081
6691280,Thailand Mobile AIS,0.0081
6691281,Thailand Mobile AIS,0.0081
6691282,Thailand Mobile AIS,0.0081
6691283,Thailand Mobile AIS,0.0081
6691284,Thailand Mobile AIS,0.0081
6691285,Thailand Mobile AIS,0.0081
6691286,Thailand Mobile AIS,0.0081
6691287,Thailand Mobile AIS,0.0081
6691289,Thailand Mobile AIS,0.0081
6691290,Thailand Mobile AIS,0.0081
6691291,Thailand Mobile AIS,0.0081
6691292,Thailand Mobile AIS,0.0081
6691293,Thailand Mobile AIS,0.0081
6691294,Thailand Mobile AIS,0.0081
6691295,Thailand Mobile AIS,0.0081
6691296,Thailand Mobile AIS,0.0081
6691297,Thailand Mobile AIS,0.0081
6691298,Thailand Mobile AIS,0.0081
6691301,Thailand Mobile AIS,0.0081
6691302,Thailand Mobile AIS,0.0081
6691303,Thailand Mobile AIS,0.0081
6691304,Thailand Mobile AIS,0.0081
6691305,Thailand Mobile AIS,0.0081
6691306,Thailand Mobile AIS,0.0081
6691307,Thailand Mobile AIS,0.0081
6691308,Thailand Mobile AIS,0.0081
6691309,Thailand Mobile AIS,0.0081
6691310,Thailand Mobile AIS,0.0081
6691312,Thailand Mobile AIS,0.0081
6691313,Thailand Mobile AIS,0.0081
6691314,Thailand Mobile AIS,0.0081
6691315,Thailand Mobile AIS,0.0081
6691316,Thailand Mobile AIS,0.0081
6691317,Thailand Mobile AIS,0.0081
6691318,Thailand Mobile AIS,0.0081
6691319,Thailand Mobile AIS,0.0081
6691320,Thailand Mobile AIS,0.0081
6691321,Thailand Mobile AIS,0.0081
6691323,Thailand Mobile AIS,0.0081
6691324,Thailand Mobile AIS,0.0081
6691325,Thailand Mobile AIS,0.0081
6691326,Thailand Mobile AIS,0.0081
6691327,Thailand Mobile AIS,0.0081
6691328,Thailand Mobile AIS,0.0081
6691329,Thailand Mobile AIS,0.0081
6691330,Thailand Mobile AIS,0.0081
6691331,Thailand Mobile AIS,0.0081
6691332,Thailand Mobile AIS,0.0081
6691334,Thailand Mobile AIS,0.0081
6691335,Thailand Mobile AIS,0.0081
6691336,Thailand Mobile AIS,0.0081
6691337,Thailand Mobile AIS,0.0081
6691338,Thailand Mobile AIS,0.0081
6691339,Thailand Mobile AIS,0.0081
6691340,Thailand Mobile AIS,0.0081
6691341,Thailand Mobile AIS,0.0081
6691342,Thailand Mobile AIS,0.0081
6691343,Thailand Mobile AIS,0.0081
6691345,Thailand Mobile AIS,0.0081
6691346,Thailand Mobile AIS,0.0081
6691347,Thailand Mobile AIS,0.0081
6691348,Thailand Mobile AIS,0.0081
6691349,Thailand Mobile AIS,0.0081
6691350,Thailand Mobile AIS,0.0081
6691351,Thailand Mobile AIS,0.0081
6691352,Thailand Mobile AIS,0.0081
6691353,Thailand Mobile AIS,0.0081
6691354,Thailand Mobile AIS,0.0081
6691356,Thailand Mobile AIS,0.0081
6691357,Thailand Mobile AIS,0.0081
6691358,Thailand Mobile AIS,0.0081
6691359,Thailand Mobile AIS,0.0081
6691360,Thailand Mobile AIS,0.0081
6691361,Thailand Mobile AIS,0.0081
6691362,Thailand Mobile AIS,0.0081
6691363,Thailand Mobile AIS,0.0081
6691364,Thailand Mobile AIS,0.0081
6691365,Thailand Mobile AIS,0.0081
6691367,Thailand Mobile AIS,0.0081
6691368,Thailand Mobile AIS,0.0081
6691369,Thailand Mobile AIS,0.0081
6691370,Thailand Mobile AIS,0.0081
6691371,Thailand Mobile AIS,0.0081
6691372,Thailand Mobile AIS,0.0081
6691373,Thailand Mobile AIS,0.0081
6691374,Thailand Mobile AIS,0.0081
6691375,Thailand Mobile AIS,0.0081
6691376,Thailand Mobile AIS,0.0081
6691378,Thailand Mobile AIS,0.0081
6691379,Thailand Mobile AIS,0.0081
6691558,Thailand Mobile AIS,0.0081
6691559,Thailand Mobile AIS,0.0081
6691560,Thailand Mobile AIS,0.0081
6691561,Thailand Mobile AIS,0.0081
6691562,Thailand Mobile AIS,0.0081
6691563,Thailand Mobile AIS,0.0081
6691564,Thailand Mobile AIS,0.0081
6691565,Thailand Mobile AIS,0.0081
6691567,Thailand Mobile AIS,0.0081
6691568,Thailand Mobile AIS,0.0081
6691569,Thailand Mobile AIS,0.0081
6691570,Thailand Mobile AIS,0.0081
6691571,Thailand Mobile AIS,0.0081
6691572,Thailand Mobile AIS,0.0081
6691573,Thailand Mobile AIS,0.0081
6691574,Thailand Mobile AIS,0.0081
6691575,Thailand Mobile AIS,0.0081
6691576,Thailand Mobile AIS,0.0081
6691578,Thailand Mobile AIS,0.0081
6691579,Thailand Mobile AIS,0.0081
6691580,Thailand Mobile AIS,0.0081
6691581,Thailand Mobile AIS,0.0081
6691582,Thailand Mobile AIS,0.0081
6691583,Thailand Mobile AIS,0.0081
6691584,Thailand Mobile AIS,0.0081
6691585,Thailand Mobile AIS,0.0081
6691586,Thailand Mobile AIS,0.0081
6691587,Thailand Mobile AIS,0.0081
6691589,Thailand Mobile AIS,0.0081
6691590,Thailand Mobile AIS,0.0081
6691591,Thailand Mobile AIS,0.0081
6691592,Thailand Mobile AIS,0.0081
6691593,Thailand Mobile AIS,0.0081
6691594,Thailand Mobile AIS,0.0081
6691595,Thailand Mobile AIS,0.0081
6691596,Thailand Mobile AIS,0.0081
6691597,Thailand Mobile AIS,0.0081
6691598,Thailand Mobile AIS,0.0081
