,class,documents
4315,23,"I'm only awake right now because the power went out and when it came back on stuff started beeping and turning on by itself, lol.
"
4316,23,"@martha_s Oh yay, thanks for telling me! I did miss the show. But am excited about the book now!!! Yay for us! :)
"
4317,23,"So sleepy after a busy week and the tire drama today. Can't wait to sleep in tomorrow. http://dailybooth.com/u/1rq58
"
4318,23,"Still waiting. And it's freezing. Would much rather be home catching up on shows while wrapped up in a warm blanket.
"
4319,23,"The tire place is ridiculously busy today. But I bought the warranty thing last time so they'll replace my tire for free if needed.
"
4320,23,"My tire was low so I had my dad check and yup, there's a nail. This is the same tire that I just replaced in August due to a nail. Argh!
"
4321,23,"It's starting to rain and I forgot my umbrella. Meh.
"
4322,23,"Oh Bones, I love the random fun. Hodgins and the nunchucks. Sweets with his iPhone apps. Haha.
"
4323,23,"So tired today. Just got home from dance, so hopefully I can make it through Bones before passing out, lol.
"
4324,23,"@daNanner Now I want In-n-Out, lol.
"
4325,23,"I feel like I could easily sleep another 6 hours, but instead I must get up for work.
"
4326,23,"I am a magnet for small children. Seriously. Not that I really mind though.
"
4327,23,"I uploaded a YouTube video -- The Making of a @WheezyWaiter Wink  aka  Two Dorks in a Car http://youtu.be/D5gDqSTYUdQ?a
"
4328,23,"Kindergarten keeps you busy. It makes the day go faster, but totally wears you out, lol. Going to sushi at 4 with the group.
"
4329,23,"@rozfost It's the class that I will be with long term, but right now she's just sick for a couple days. We haven't done the plans yet.
"
4330,23,"Second day with this class and another new student! She got one yesterday, too. It's awkward when you're the sub and the parents want info.
"
4331,23,"Stayed up too late. It is painful to have my eyes open right now.
"
4332,23,"This has pretty much been my face at the end of every episode of LOST for the last 6 years. This show is... http://dailybooth.com/u/1qo20
"
4333,23,"@MichaelMidnight SERIOUSLY!!!
"
4334,23,"@martha_s But here's hoping it all works out and we get awesome books!
"
4335,23,"@martha_s I'm worried, too. I sent in my donation right before he announced they were done. So if he only does the first 20... :(
"
4336,23,"OMG LOST IS STARTING NOW!!!
"
4337,23,"Photo 32/365: Vanity. Fun with Flickr notes.  http://flic.kr/p/7A8CyS
"
4338,23,"I uploaded a video in which I cannot stop laughing -- The Making of a @WheezyWaiter Wink aka Two Dorks in a Car: http://bit.ly/dxI6lh
"
4339,23,"@martha_s I think it was $50 or more. I'm sure you're fine. I got an email asking for my address. You mustve put yours with your payment?
"
4340,23,"@ericaeeks Lol. I'm still checking @replies 'cause they should be safe. You're hilarious. &lt;3
"
4341,23,"Will not be checking Twitter for the next several hours. I don't want to be spoiled about #Lost. Sometimes being on the West Coast sucks.
"
4342,23,"@CleverestWitch What did he say?
"
4343,23,"@ObviouslyBen He already showed the baby twice.
"
4344,23,"@CleverestWitch I donated again. I shouldn't have, but I couldn't resist. Just hoping my donation got in in time. #hhh
"
4345,23,"I tripped over a tiny chair and fell at work today. Scraped my knee through my pants. I've got skillz, yo.
"
4346,23,"Lunch at 10:30am. Oh kindergarten.
"
4347,23,"Jumped out of bed and ran across my room to grab my ringing phone. In the dark. Surprised I didn't trip and kill myself. Glad I cleaned.
"
4348,23,"@MichaelMidnight ME!
"
4349,23,"HAPPY BIRTHDAY, SARA!!! We would never really forget. &lt;3 &lt;3 Go wish @CelverestWitch a Happy Birthday! http://bit.ly/9QorSL
"
4350,23,"@CleverestWitch Skype?
"
4351,23,"@jennaxrose Haha, glad I'm not alone. I had just noticed I never tweeted today and realized I had written several but then not sent them.
"
4352,23,"I have a habit of writing tweets and then deleting them instead of hitting ""update"".
"
4353,23,"@nyazgirl That sounds more like a nightmare! I would be so sad of you left.
"
4354,23,"@MichaelMidnight darling darling
"
4355,23,"Pics from last night's @theoceanic6 show! Elayna stole my camera and took half of them. We really liked the room. Heh. http://bit.ly/91iRW0
"
4356,23,"@justgen I entered the SUPERFAN Sweepstakes to meet the @MythBusters because #IMASUPERFAN ! www.discovery.com/mythbusters
"
4357,23,"@daNanner Go here: http://dsc.discovery.com/fansites/mythbusters/sweeps/sweeps.html
"
4358,23,"Twilight is so fun to mock. But I actually really like the vampire baseball part. Haha. And also, Jasper's face. It is the best. The end.
"
4359,23,"Things need to be sent to me this weekend, people.
"
4360,23,"@dftbarecords @lukeconard @jasonmunday @theremuslupins - Footage from The Oceanic Six show last night! http://youtu.be/wauMUzynRxI?a
"
4361,23,"@CarrieCornish Yup, my friend has a membership so she's always in charge of buying the tickets. That was the best she could do, too.
"
4362,23,"@CarrieCornish Awesome. I'm doing Glee, Lost, and Modern Family. I think I'm in the $25 section for Glee and Lost. My friend bought the tix.
"
4363,23,"@CarrieCornish Yes! I'm excited.
"
4364,23,"@mrschimpf Whoohoo!! I freakin love my iphone, lol.
"
4365,23,"I uploaded a YouTube video -- @TheOceanic6 CD RELEASE SHOW! http://youtu.be/wauMUzynRxI?a
"
4366,23,"Listening to @realjohngreen tell the truth about @maureenjohnson. Hide your kittens, people! http://thehpalliance.org/haiti #hhh
"
4367,23,"I haz a signed cd from @theOceanic6 show. Woot! Have now seen many @dftbarecords artists perform live: ... http://dailybooth.com/u/1p3hf
"
4368,23,"@AlanDistro I didn't tape the whole thing, but I got snippets of almost every song. And I now own the cd. Yay!
"
4369,23,"Waiting for @TheOceanic6 show to start.  http://twitpic.com/10fljc
"
4370,23,"My car loves @drnoise as much as I do. I (finally) took his cd out to play the DFTBA Lullabies cd, and it randomly played ""Sentiments"" 1st.
"
4371,23,"My dad and I just wrestled this huge, heavy treadmill into the house. It was an ordeal.  http://twitpic.com/10dx1l
"
4372,23,"@uncultured Josh Woodward is awesome! I've started using his music a lot in videos recently.
"
4373,23,"@morethanfine Yeah. I just saw her on Tuesday when I was in town.
"
4374,23,"You guys. Our friend Cindy passed away this morning. She'd been suffering from ALS (Lou Gehrig's Disease) for years. I'm sad. RIP Cindy. &lt;3
"
4375,23,"Elayna and I are going to @theOceanic6's show tonight! Anyone else going?  #Lost in 4 days! Whoo! @dftbarecords http://tinyurl.com/o6live
"
4376,23,"@CleverestWitch what were you freaking out about in the middle of the night?
"
4377,23,"Up early to go to breakfast with work friends. Since I'm not actually working today.
"
4378,23,"@countmystars Thanks! I'm excited!
"
4379,23,"@saradod It is! I'm very glad to know that I will at least have 8 straight weeks of work in the near future.
"
4380,23,"Oh wow. Just got a call from the district (payroll lady's workin' late!). I got the long term sub position! Yay!
"
4381,23,"Just learned how to do the foxtrot. Ballroom dance fundraiser has started again.
"
4382,23,"I uploaded a YouTube video -- Behind the Scenes - ""Legends of Archery"" Lip Dubs http://youtu.be/oUyt_dI-J6U?a
"
4383,23,"@justgen I entered the SUPERFAN Sweepstakes to meet the @MythBusters because #IMASUPERFAN ! www.discovery.com/mythbusters
"
4384,23,"@MichaelMidnight From the rain or something else?
"
4385,23,"Photo 27/365: If you ever want to feel like a giant, just hang out in a kindergarten classroom. http://flic.kr/p/7yWeaY
"
4386,23,"This is not my happy face. Tearing up the note that was reminding me to try to get tickets to the She & Him... http://dailybooth.com/u/1o8jo
"
4387,23,"@to_sunsetblvd I don't think so. Just called the Largo and the message says they are completely sold out and to stop leaving messages, lol.
"
4388,23,"@countmystars Do we e-mail them info or call in and leave a message?
"
4389,23,"@stace0528 The she is Zooey Deschanel, the him is M. Ward. They're kind of awesome. I've seen them in concert twice.
"
4390,23,"@morethanfine Hopefully.The show isn't even listed on ticketmaster yet. Maybe I can get a ticket later. But seriously, sold out in 1 second.
"
4391,25,"""I'm as tigtht as elephantitis inside of the tightest drainpipe, and I can't even think of word to explain what the pain's like""
"
4392,25,"""My rhymes are streamline, tunnel vision for deep minds""
"
4393,25,"Where's Phi Life Cypher? They still around?
"
4394,25,"@CathrynMarie sometimes? It wasn't going up for a while, forgot I set it up
"
4395,25,"It's understandably difficult to motivate yourself if you are ... More for Libra http://twittascope.com/twittascope/?sign=7
"
4396,25,"#nowplaying DJ Cable Vs. Ludacris & Starkey – How Low, Luv? (Club) http://bit.ly/cQoiUk
"
4397,25,"@EveMarieTorres that stuff was crazy - i swore you were gonna say @wwehornswoggle lol
"
4398,25,"this springer shit on WWE is retarded
"
4399,25,"@DJCable Vs.@LudaJuice & @Starkbotbeats ""How Low, Luv?"" (#THUGSTEP Blend) [clean] http://bit.ly/baTh1v [dirty] http://bit.ly/b98CVf
"
4400,25,"@djcable word im gonna let the mix breathe then post the blend tomorrow morning
"
4401,25,"@DJCable's Guest Mix for @MistaJam On 1Xtra (09/02/2010) http://bit.ly/a1lHL7 (stream + download)
"
4402,25,"orton is so over right now
"
4403,25,"#nowplaying Louis C.K. – The Bank http://bit.ly/cO1xkw
"
4404,25,"#nowplaying Dave Chappelle – Weed Converstation http://bit.ly/aqNjoF
"
4405,25,"""There is expected to be an old surprise on RAW tonight alongside Jerry Springer...""  http://bit.ly/9n2w49
"
4406,25,"Xzibit ft. Strong Arm Steady ""Hurry Hurry"" http://usershare.net/v32b3lluwwas
"
4407,25,"@objektivone 3 for 1 sounds like a steal
"
4408,25,"More Snooki pics leak http://bit.ly/9AtNwR
"
4409,25,"The Tom Chase Vlog 001 http://bit.ly/9G9KmF (shouts to @theblackfeather)
"
4410,25,"#nowplaying The Herbaliser ft. Phi Life Cypher – Distinguished Jamaican English http://bit.ly/9l3GSX
"
4411,25,"#nowplaying Saul Williams – Sha Clack-Clack (Excerpt Form Slam) http://bit.ly/92TPJ0
"
4412,25,"#nowplaying Jel – Stop http://bit.ly/c6DoKa
"
4413,25,"@wilber127 @titoveli how could i follow someone i don't know? Y Does diss feels like spams, yo? Fa realz
"
4414,25,"#nowplaying Nappy Roots – Dippin' & Dodgin' feat. Sugar Tongue Slim http://bit.ly/aYU6ek
"
4415,25,"#nowplaying Daniel Joseph feat. Deal - The Villain – Bars ! http://bit.ly/au05E1
"
4416,25,"#nowplaying Sean Price – Shut The Fuck Up http://bit.ly/a9lwhO
"
4417,25,"#nowplaying Milkman – Monsters & Robots http://bit.ly/cEVzNW
"
4418,25,"#nowplaying 6th Sense – P.SO the Earth Tone King - Making That Noise http://bit.ly/cwHZ8e
"
4419,25,"#nowplaying Johnny Spanish – Been Around http://bit.ly/cPXxS5
"
4420,25,"#nowplaying Z-Trip Ft. Slug – Treat Me Like Your Mother (Dead Weather Remix) http://bit.ly/bPdh0m
"
4421,25,"#nowplaying B.O.B – Down For Y'All http://bit.ly/9JY5CY
"
4422,25,"i think im gonna sort out a ""back 2 mine"" compilation for no good reason...
"
4423,25,"@objektivone weird - I know some towers come w/ xp pro with a win 7 disk as well for a double partition; maybe you need xp first?
"
4424,25,"Ice cold milk and lorna doones
"
4425,25,"@PoPolitickin yeah this is whats going down for good
"
4426,25,"@Grayfox215th yeah man - the deadpool team-up issues have great covers
"
4427,25,"@Dart_Adams DEADPOOL IS THE IMPOSTER MF DOOM! http://bit.ly/dte3sr
"
4428,25,"Early May 2010 Deadpool Comics http://bit.ly/baYgTb (via @DeadpoolBugle)
"
4429,25,"@Deal_TheVillain DTV was like ""what is this for!?!?"" lmfao
"
4430,25,"@NucciReyo link?
"
4431,25,"@_killakali this one http://tweetphoto.com/10750232
"
4432,25,"@RANT_SUM @Combat_Jack ""lo end theory"" is genius.
"
4433,25,"@NucciReyo word - all of those St Joe Louis niggas is nice. Elete do anything for you?
"
4434,25,"@smallpro world domination ftw
"
4435,25,"@PrettyUnlimited i wish it was my idea - i'd be paid
"
4436,25,"@VDUBJB racist!
"
4437,25,"@smallpro nada, zip, zilch - waiting to dip out of work. you?
"
4438,25,"Daniel Way, you are a fool lol
"
4439,25,"finished the Hit-Monkey backstory - he got taught how to fight by the world's best assassin, then saw the dude and his tribe merked
"
4440,25,"apparently Hit-Monkey is supposed to be coming into the next Deadpool arc w/ Spider-Man
"
4441,25,"@PrettyUnlimited lol you say that like i drew it
"
4442,25,"http://twitpic.com/13gmk8 - hit-monkey
"
4443,25,"2 Cold Scorpio was backstage at last night's TNA Against All Odds? http://bit.ly/bWfKHZ
"
4444,25,"There are now conflicting reports on whether the Destination X PPV will be an all X-Division PPV now http://bit.ly/auPrNG
"
4445,25,"Joslyn James Claims Tiger Woods Impregnated Her Twice http://bit.ly/amH4FR
"
4446,25,"ok so this latest spider-man arc has been GARBAGE
"
4447,25,"@PoPolitickin that was it. and it started late.
"
4448,25,"@PoPolitickin they announced that iMPACT! is moving to monday nights started March 8th, which has been talked about all weekend
"
4449,25,"my (now pointless) TNA Announcement Live-Blog is complete. pointless pointless. http://bit.ly/8XWSFO
"
4450,25,"@NucciReyo nah homey thats more than weird. 7,000?
"
4451,25,"@rosenbergradio with TNA officially going to Monday nights starting next month, can we expect more monday night wars podcasts from you?
"
4452,25,"@NucciReyo lol thats insane
"
4453,25,"is this TNA shit necessary?
"
4454,25,"@NewRaven yeah they looked awful last night!
"
4455,25,"dear TNA: wtf?
"
4456,25,"why is the TNA announcement not streaming? http://www.ustream.tv/channel/2571722 or is that just me?
"
4457,25,"TNA announcement live-blog http://bit.ly/8XWSFO
"
4458,25,"i've got a feeling that i need to turn buzz off - its just annoying me.
"
4459,25,"@HollywoodFLOSS felt nerdy lol
"
4460,25,"OK lemme finish this issue of amazing spider-man before this TNA conference... (pretty nerdy tweet, no?)
"
4461,25,"@rukuslive ""the name's ruk"" + ""fear freestyle"" http://bit.ly/ayS06O #musicmonday
"
4462,25,"@JohnnySpanish ""Been Around"" http://bit.ly/bzC9E7 #musicmonday
"
4463,25,"MiLKMEN ""Monsters & Robots"" http://bit.ly/cS0NWo #musicmonday
"
4464,25,"@ciphasounds any chance of your throwback at noon from today getting posted on dontgetgassed.com?
"
4465,25,"Adobe Air Coming To The BlackBerry http://bit.ly/c6hBFB
"
4466,25,"@blumarten yeah could be a lot worse lol
"
4467,25,"@objektivone maybe he's the invisible man
"
4468,25,"@CurlyCastro ah, closed door fuckery
"
4469,25,"@blumarten its easy, but doesn't always pick up EVERYTHING you listen to. Ateast that's my experience...
"
4470,25,"@CurlyCastro @smallpro what's friday
"
4471,25,"@objektivone he hit me up earlier today.
"
4472,25,"@pwinsidercom pope/styles for the title
"
4473,25,"psy:am - fabric mix (feb2 010) http://bit.ly/9q9uIZ #musicmonday
"
4474,25,"@EnigmatikBGDB oh snap... 15!
"
4475,25,"@WORDSMITHMusic ""The Making Of Senor Wordsmith"" http://bit.ly/altOOH
"
4476,25,"TNA Against All Odds 2010 replay http://bit.ly/dhkyoN
"
4477,25,"@EnigmatikBGDB nigga, your hair looks like combed cotton candy
"
4478,25,"@willguise EXACTLY
"
4479,25,"@EnigmatikBGDB i havent watched an all-star GAME since jordan bounced the ball off the rim on a dunk.
"
4480,25,"@willguise whatever it is, i ain't never gone to a ""rave"" and been skurred, #justsayin
"
4481,25,"@EnigmatikBGDB blame everyone in the dunk comp and 3 point shootout. at least the skills comp was decent.
"
4482,25,"@willguise i know im never scared, not of a junglist. unless they are geeked up - then those niggas are unpredic
"
4483,25,"@willguise cocaine is a helluva drug
"
4484,25,"@EnigmatikBGDB nah you watched the all star saturday night. that's the sticking point.
"
4485,25,"@willguise crunk or uncrunk, he should know better
"
4486,25,"@willguise that's cheesey as fuck
"
4487,25,"@EnigmatikBGDB so is the NBA
"
4488,25,"@willguise was it a nirvana SINGLE or some random album cut?
"
4489,25,"does ""Exhibit C"" get regular radio play in markets outside of New York?
"
4490,25,"@andyvortexsg me? nothing.
"
4491,25,"FTSwindle: Doomposter Strikes Again http://bit.ly/b6J4mb video: http://bit.ly/bXZ3gO
"
4492,25,"@TeamSupreme thats a classic
"
4493,25,"TNA Against All Odds 2010 PPV Results http://bit.ly/c2qxaA
"
4494,25,"'TNA' wrestling to move to Spike http://bit.ly/d9pTca (news conference 2:30PM EST)
"
4495,25,"@magnafide I posted it when I got the SC alert, hours before your DM
"
4496,25,"Even if you have lots of hard work to do, the rewards appear t... More for Libra http://twittascope.com/twittascope/?sign=7
"
4497,25,"a bad stream http://bit.ly/9j12hG
"
4498,25,"we've read my son Lion King so many times, he has this shit memorized; he's finishing the sentences lol
"
4499,25,"more stream (kinda behind) http://bit.ly/8V6X0C
"
4500,25,"another tna stream (pw: rage) http://bit.ly/7GGHJH
"
4501,25,"tna against all odds stream http://bit.ly/cvuo65
"
4502,25,"Backstage News: How Much Money Do The TNA Knockouts Earn? http://bit.ly/aBr3gT
"
4503,25,"RiotControl 16.5 Valentine's Special http://bit.ly/avFzYq
"
4504,25,"GRINDHOUSE RADIO WITH / A.M.C (UK),LAZCRU (UK) & NC-17 - - LISTEN LIVE @ http://www.bassjunkees.com/connect/connect.m3u
"
4505,25,"@caspanarkz ""global money"" mixtape http://www.zshare.net/download/72574568c6f026e7/
"
4506,25,"@DJDSharp Presents ""Love Is Love Is Love"" The Mixtape http://bit.ly/bqxc5x
"
4507,25,"#nowplaying Deal - The Villain – A Fly Love http://bit.ly/bfxXqk
"
4508,25,"#nowplaying MIKE CLASSIC – Fear (Remix) http://bit.ly/ctDwCu
"
4509,25,"@Mike_Classic ""Fear (RMX)"" http://bit.ly/dnW7HG
"
4510,25,"buy @Deal_TheVillain's ""A Fly Love"" http://bit.ly/djOvR2 and reminisce on the loves you had back in grade and middle school
"
4511,25,"@BroknEnglsh I can respect that.
"
4512,25,"@Lyriq2Go @BroknEnglsh disco fries eh?
"
4513,25,"@UncommonRecords who knows their agenda. Like I said, fuck em. Truth always gon come to light.
"
4514,25,"@UncommonRecords heads like that only see their way. Fuck 'em, they will fail
"
4515,25,"@UncommonRecords go in!
"
4516,25,"@Jtg1284 he needs to host RAW!!!
"
4517,25,"@kingsoul oh its your bday? Have a good one homey
"
4518,25,"#nowplaying Enig'ma – Cheaters http://bit.ly/c9JCmZ
"
4519,25,"#nowplaying Daniel Joseph feat. Deal The V – Bars ! http://bit.ly/aY3Osm
"
4520,25,"@smallpro you can be greg nice and I'll be smooth b
"
4521,25,"now if i could only shake this headache, everything would be square biz
"
4522,25,"i told her ""don't worry about three minutes of love on tv, when you got a lifetime of love with me""
"
4523,25,"wifey got mad b/c Good Morning America fucked up some ""three minutes of love"" segment... (cont)
"
4524,25,"@enigmatheceo ""cheaters"" (prod by @thej_rell) http://bit.ly/d4OZrg
"
4525,25,"#nowplaying Infarkt – Blinn http://bit.ly/9pObQw
"
4526,25,"@wancornelius so i hear =)
"
4527,25,"@wancornelius flipside is a tune from Mr Dymz - you probably know Dymas
"
4528,25,"@wancornelius yeah he's making moves - been sitting on this tune too long, gonna drop on my digital label soon...
"
4529,25,"@wancornelius yes, Vortex as in The Vortex as in @AndyVortexSG
"
4530,25,"#nowplaying Mr. Dymz – Our Last Day http://bit.ly/bLRGHm
"
4531,25,"#nowplaying The Vortex – Now Or Never http://bit.ly/aY6qwS
"
4532,25,"#nowplaying DJ Marky – D&BTV86 http://bit.ly/8XrAFG
"
4533,25,"#nowplaying S.p.y – D&BTV86 http://bit.ly/bJo90J
"
4534,25,"@OfficialTAZ you gotta go see him, put 'em in the tazmission; we don't play that,  homey!
"
4535,25,"@JansportJ chucky x bebe's kids?
"
4536,25,"Loving Venus is your key planet and she is in high demand toda... More for Libra http://twittascope.com/twittascope/?sign=7
"
4537,25,"Dead! RT @onustees: shoutout to Bobb'e J. Thompson for winning his 3rd dunk contest...
"
4538,25,"@Grayfox215th charles is the shit for his commentary
"
4539,25,"This dunk contest is horrible
"
4540,25,"Missing dunks in the final? TF is this?
"
4541,25,"Drake remixed the theme ""this dunk contest takes forever, mayne""
"
4542,25,"Barkley mute, again
"
4543,25,"Demar shitted on Nate's 2nd
"
4544,25,"That dunk from Demar was nice
"
4545,25,"Gerald and Flip got a bag of kush waiting in the whip
"
4546,25,"Needs more harold miner
"
4547,26,"@ZeeImports yo son... I'm done with the song. I'ma get u the session today or tomorrow.
"
4548,26,"Today this ongoing saga comes to an end... Going to pick up the new whip!!!!!!
"
4549,26,"Apparently I need to show my face around town more. I been recognized twice tonight by fans while bouncing around venues.
"
4550,26,"@FlyDefinition when can we get that interview shit poppin, homie?
"
4551,26,"@Treal_Eliseo don't spend up your last, homie. have strength.
"
4552,26,"@djmsquared whattup fam? I need to get up with u soon.
"
4553,26,"@WesFif what time the show supposed to start, dude?
"
4554,26,"Bout to check out this Hottest In the Hood shit for the first time... #imcurious
"
4555,26,"just dropped 16 bars for the homie @RicoTV...  that damn camera got the brightest light I ever seen.
"
4556,26,"@RicoTv how early u gonna be there?
"
4557,26,"@CubanKelley those dudes are all over the place now. every. fuck'n. night.
"
4558,26,"Metal chairs and cold weather do not mix well...
"
4559,26,"@LushOne whattup, fam?
"
4560,26,"@CubanKelley awww.... that sucks, but at least y'all had a good time. I promise we will hang soon, for I will have WHEELS!!!!
"
4561,26,"Sssssssoooooooo not built for public transport.
"
4562,26,"Finishing up this new record, ""Lemonade""  for the homie @ZeeImports . Bout to zip up this session and shoot it across the seas...
"
4563,26,"@Falside shoot me that mixdown when u get a chance.
"
4564,26,"@Falside i'm not sure i'm gonna change the twitter name.  I might, but right now I think it'd cause too much confusion.
"
4565,26,"Had a dope session with the homie Tru Reality. Made another banger. I swear y'all need to cop some hooks from the god. (ME!) #CUTTHECHECK
"
4566,26,"I have finally seen for myself the awesome power of a tube mic. I need to cop.
"
4567,26,"@Tokyocigar that's my show
"
4568,26,"After 2 weeks of ups, downs, stress, and a need to choke the living shit out of somebody, the source of my aggrivation will soon be removed.
"
4569,26,"@CSRPromotions u should ask @MaddIllz what he thinks about that. Or Swamberger from Solillaquists of Sound
"
4570,26,"@iconthemicking call it ""Fly Failures""
"
4571,26,"""I really know how it feels to be stressed out, stressed out/ Coming face to face with your adversity...."" - ATCQ feat. Faith Evans
"
4572,26,"i really just want this over and done with. i want to hurt someone. badly.
"
4573,26,"""Every day just feels the same/ I don't know how to escape the pain/ makes me wanna go/ crush... kill... destroy... STRESS!"" - Me
"
4574,26,"This whole wheel situation is going to give me an ulcer...
"
4575,26,"@SeanJisSOMEAN the shyne will def be serious when he flops.
"
4576,26,"Wow... this singer chick on money really remade ""Party All the Time""....  Wow. She sounds just like her sister. Just little higher pitched.
"
4577,26,"@lawshiphop Yo son... just finishing up listening to the new tape. Good werk, fam. You got some heat on that.
"
4578,26,"@SeanJisSOMEAN Yo son, u get the beats?
"
4579,26,"@Mphazes DDDDDDOOOOPPPPPPPPEEEEEEE! @lawshiphop is the homie!
"
4580,26,"@shinobistalin www.kunaki.com
"
4581,26,"@iconthemicking Stop doin all that damn Time Traveling, son. It fucks with you.
"
4582,26,"@conshus don't ask
"
4583,26,"Playing Now: System of a Down - ""Toxicity"" LP
"
4584,26,"@MADDILLZ Tell em boss man!
"
4585,26,"Download @lawshiphop + @doncannon ""4:57PM"" mixtape here http://bit.ly/dA9iMB
"
4586,26,"@SeanJisSOMEAN The other way I can at least pretend I'm watching a movie,
"
4587,26,"@SeanJisSOMEAN yeah, in the street clothes & cheap videos I don't believe him at all.
"
4588,26,"I think Rick Ross needs to stick to playing the big mafioso don type character. This street video corner image he's pushing now dont work.
"
4589,26,"@seandammit lol. werd.
"
4590,26,"@seandammit i'm just trying to get use of  the skills of one of the better writers i know.
"
4591,26,"@seandammit that was the press release.  not talkin trash. i told u i needed the other joint redone too.
"
4592,26,"@CubanKelley cool
"
4593,26,"Hah. I been tryin to get at u on the bio tip. Never saw anything. Wassup wit dat? RT @seandammit: artists, get at me for bios.
"
4594,26,"@CubanKelley yeah. i'll just stay downtown after work
"
4595,26,"Playing a show in Hallandale Beach, FL at 9:00 PM today at Jake's Bar http://bit.ly/awV8Kv
"
4596,26,"@CubanKelley aawwwwww... Don't tell me you're still in a bad mood. Call me tomorrow and we'll talk
"
4597,26,"My first thought at reading this was *DEAD*... But after thinking about it, I see a business opportunity. #CUTTHECHECK http://bit.ly/bVurZn
"
4598,26,"@BRich404 we're waiting for a B.o.B show.
"
4599,26,"Llllllllllllllllllooooooonnnnnnggggggggggggg session. @iMyVerse @Maddillz
"
4600,26,"@Wrekonize werd lemme know. i'll make sure to come out to that shit
"
4601,26,"@Wrekonize y'all comin back to Ozone any time soon?
"
4602,26,"Back in the studio with @iMyVerse and @MaddIllz...  Lookin to be another long night.
"
4603,26,"@NygeeLIVE werd. i was supposed to be out there last week, but didnt make. Maybe next time i'm out there we can link up.
"
4604,26,"@g_ro i'll shoot u an invite on facebook is that good?
"
4605,26,"@Wrekonize sssssshhhhhhiiiiiiitttttttttt i'm still bumpin the hell out of ""Technology""
"
4606,26,"@g_ro i'm going down to Hallendale Beach tomorrow night for a show
"
4607,26,"@NygeeLIVE so are u up in Flint or down in MIA?
"
4608,26,"@amplifya wow. that's fucked up. that's way too young for that shit.
"
4609,26,"@Wrekonize this the full length or the next EP?
"
4610,26,"@amplifya Point Game the emcee? He died? WTF happened?
"
4611,26,"Tracking out this beat for @SeanJisSOMEAN.  (@Sean James)
"
4612,26,"@NygeeLIVE u get that shti handled, dude? i dont wanna see u get blackballed.
"
4613,26,"@Treal_Eliseo there was a few filipino kids at my school wit that last name
"
4614,26,"@Treal_Eliseo i think they pronunced it ""new-yen"" i know for sure it wasnt ""wen""
"
4615,26,"@SeanJisSOMEAN i'm an ignorant american. leave me alone.
"
4616,26,"@vosdjs where is that?
"
4617,26,"@Treal_Eliseo Really That's not how the Philipino kids i knew growin up pronounced it.
"
4618,26,"@g_ro good shit, omie.
"
4619,26,"@NygeeLIVE Yo son... Cannon on Twitter screamin that you stole the beat for ""Red Bottoms"" you betta handle that.
"
4620,26,"@Treal_Eliseo yo homie... u back on the grizzle or still doin the bank thing? I need to get up wit u 1 day and just chop it up. Need advice.
"
4621,26,"@djmaniacmagee cool. we just trying to figure out our estimated arrival time.
"
4622,26,"@lawshiphop good shit.
"
4623,26,"@KEVERONES I'm an emcee, songwriter, producer, and engineer.
"
4624,26,"@CJakOnline what's up fam? thanks for the follow...
"
4625,26,"@Mphazes i'm willin to bet i could handle anything u could make.
"
4626,26,"@Mphazes try me. i'm more than just a rapper.
"
4627,26,"@iconthemicking aaaaaaaaawwwwwwwwww shit. *biggie voice* Somebody got ta die...
"
4628,26,"@iconthemicking what happened?
"
4629,26,"Damn... Sittin here doin some homework on the Ozone. I been walking around this city blind for the past 6 years.  Lotta work to do.*smh*
"
4630,26,"@JoellOrtiz @iamdiddy owe u a check. I might have to cop a bottle of Ciroc. Vodka is my shit.
"
4631,26,"Finally checking out this Sparticus Blood and Sand show. Its on some 300/Gladiator shit.
"
4632,26,"@MidaZ hit me up son. I'll cut u a good deal.
"
4633,26,"@djmaniacmagee yo dude... what time is the show supposed to start tuesday?
"
4634,26,"Wow... Shyne just can't catch a break. Deported, banned from the UK and then dropped of a Khaled record... #EpicFail
"
4635,26,"@JacquesMorels go listen to Novel's rendition of ""Sky Might Fall"" and try to tell me that's a rap song. U can't.
"
4636,26,"@JacquesMorels does rap is not a proper application of the term.
"
4637,26,"@JacquesMorels if u knew me, you'd understand how sayin that is so rediculous. I have no problem with different styles, but callin what he
"
4638,26,"@JacquesMorels you're not listening to what I'm saying. I didn't say anything about hiphop, I said RAP. The two are not the same.
"
4639,26,"@JacquesMorels did u listen to dudes album? There was maybe two songs he actually rapped. The rest was that singsong style of his.
"
4640,26,"@JacquesMorels Cudi wasn't rapping then and he isn't now. No hate, but what he does aint rap. It's music, but u can't really call it rap.
"
4641,26,"@KapKallous same old shit. Werkin. Congrats on the article dude. Aint seen it yet,  but I'ma cop it soon.
"
4642,26,"@KapKallous #dapsandpounds
"
4643,26,"@iconthemicking sorry, Mic. We still think you're weird. Just for different reasons.
"
4644,26,",@CubanKelley I'm bout 25 minutes from downtown... its a lil bit in the opposite direction dependin on how y'all come down...
"
4645,26,"@MrMadness same for me dude. Its kinda weird, but kind of refreshing. No one to please but me...
"
4646,26,"@trilogybeats I dunno, but that shit was terrible.
"
4647,26,"@trilogybeats agreed.
"
4648,26,"Fuck this goddam phone. I go to answer a call and fuckin piece of shit turns off #fuckasidekick
"
